1,0.001355,1,0.001022,1,0.001682,1,0.0008768,1,0.001544,1,0.001744,1,0.001898,1,0.002204,1,0.001953,1,0.002421,1,0.002077,1,0.001475,1,0.001449,1,0.002109,1,0.002514,1,0.002607,1,0.002283,1,0.002889,1,0.0008546,1,0.002244,1,0.001448,1,0.002782,1,0.002405,1,0.002749,1,0.00185
2,0.001386,2,0.001059,2,0.001454,2,0.0007158,2,0.001111,2,0.001399,2,0.00186,2,0.002131,2,0.001451,2,0.002051,2,0.001571,2,0.001433,2,0.00143,2,0.002097,2,0.002377,2,0.002421,2,0.002179,2,0.002716,2,0.0007717,2,0.002091,2,0.001408,2,0.002503,2,0.002506,2,0.002708,2,0.00145
3,0.001257,3,0.000784,3,0.001404,3,0.0005485,3,0.0007387,3,0.001271,3,0.001801,3,0.001975,3,0.001314,3,0.001371,3,0.001136,3,0.001123,3,0.001145,3,0.002245,3,0.002499,3,0.002382,3,0.002322,3,0.002588,3,0.000782,3,0.00203,3,0.001449,3,0.002337,3,0.00233,3,0.002324,3,0.001744
4,0.001317,4,0.000696,4,0.00147,4,0.0006038,4,0.0006309,4,0.001142,4,0.001778,4,0.001911,4,0.001169,4,0.001463,4,0.0008363,4,0.0009741,4,0.001007,4,0.002268,4,0.002299,4,0.002281,4,0.001994,4,0.002277,4,0.0008036,4,0.001832,4,0.001295,4,0.002137,4,0.002382,4,0.002334,4,0.001872
5,0.001438,5,0.0007931,5,0.001447,5,0.0005661,5,0.0004406,5,0.001122,5,0.001799,5,0.001749,5,0.001145,5,0.001399,5,0.0005586,5,0.00085,5,0.00133,5,0.002333,5,0.002094,5,0.002169,5,0.0018,5,0.002124,5,0.0007798,5,0.001979,5,0.001445,5,0.002211,5,0.002353,5,0.002137,5,0.00171
6,0.001735,6,0.001077,6,0.00147,6,0.0009651,6,0.0003465,6,0.001455,6,0.002362,6,0.002054,6,0.001406,6,0.001445,6,0.0005874,6,0.001056,6,0.001792,6,0.002374,6,0.002519,6,0.002358,6,0.001686,6,0.002359,6,0.0008068,6,0.002202,6,0.001669,6,0.002552,6,0.002278,6,0.002067,6,0.001996
7,0.002196,7,0.001662,7,0.001338,7,0.001351,7,0.0005088,7,0.001841,7,0.003062,7,0.002241,7,0.001467,7,0.001723,7,0.0006979,7,0.001512,7,0.002586,7,0.002511,7,0.002866,7,0.002325,7,0.00144,7,0.002429,7,0.001157,7,0.002274,7,0.001899,7,0.002898,7,0.002387,7,0.002314,7,0.002596
8,0.003372,8,0.002248,8,0.001587,8,0.001833,8,0.001048,8,0.002524,8,0.00331,8,0.002646,8,0.001719,8,0.002108,8,0.0006671,8,0.001583,8,0.003769,8,0.002971,8,0.003043,8,0.002479,8,0.00145,8,0.002337,8,0.001501,8,0.002662,8,0.002313,8,0.00315,8,0.002826,8,0.002634,8,0.003263
9,0.004632,9,0.002787,9,0.002167,9,0.002609,9,0.001793,9,0.003369,9,0.004275,9,0.003246,9,0.002384,9,0.002571,9,0.001189,9,0.002059,9,0.005201,9,0.003969,9,0.003708,9,0.002925,9,0.001804,9,0.002731,9,0.002249,9,0.003456,9,0.002959,9,0.003656,9,0.002932,9,0.003284,9,0.004107
10,0.006061,10,0.004016,10,0.003077,10,0.003526,10,0.002669,10,0.004532,10,0.00524,10,0.003988,10,0.00311,10,0.003284,10,0.002008,10,0.002368,10,0.006917,10,0.005096,10,0.004539,10,0.003746,10,0.00249,10,0.00317,10,0.002726,10,0.0041,10,0.00437,10,0.00471,10,0.003578,10,0.003631,10,0.005004
