1,-11.7014,1,14.0234,1,-60.984,1,-16.5454,1,-64.7183,1,-4.0227,1,0.6191,1,-17.7722,1,-40.9703,1,-27.6869,1,-35.4266,1,-5.8169,1,-49.7548,1,-45.199,1,-40.631,1,-37.1402,1,-24.7913,1,-39.2706,1,-39.5972,1,-42.9147,1,-33.4927,1,-64.0042,1,-77.6346,1,-23.5498,1,-73.2675,1,-49.0887,1,-17.472,1,-19.0579,1,-36.2205,1,-35.492,1,-47.379,1,-41.3444,1,-42.5095,1,-30.2902,1,-12.0319,1,-29.2587,1,-29.2587,1,-32.089,1,-49.2015,1,-11.7496,1,-66.707,1,9.2879,1,-36.6542,1,-62.1211,1,-53.2275,1,-0.2772,1,-20.7024,1,-30.2659,1,-52.6939,1,-33.2049,1,-27.1315,1,-14.2669,1,-46.5976,1,-13.6701,1,-63.784,1,-14.0441,1,-70.6132,1,45.6803,1,-49.8147,1,-10.3443,1,-33.0293,1,48.1294,1,4.8658,1,25.6606,1,-16.4052,1,1.8166,1,-33.5625,1,25.1785,1,-35.3928,1,33.544,1,-26.2321,1,13.2851,1,-30.0352,1,0.5054,1,15.3677,1,-19.4945,1,-32.2235,1,0.1697,1,22.6972,1,1.141,1,6.8077,1,-59.4035,1,-49.6599,1,3.7155,1,-21.8755,1,-37.7519,1,-42.8452,1,-20.3252,1,-7.296,1,-13.1514,1,-8.6062,1,-6.5979,1,-50.6745,1,-2.9255,1,13.428,1,-43.7731,1,-36.7591,1,-6.3689,1,19.0538,1,0.631
2,-3.4917,2,19.7442,2,-55.5489,2,-0.7833,2,-73.8318,2,1.2397,2,-18.583,2,-5.9281,2,-31.4372,2,-28.5175,2,-24.3058,2,-22.8236,2,-49.9667,2,-38.1658,2,-37.5441,2,-37.1384,2,-31.7519,2,-33.127,2,-32.0182,2,-49.4705,2,-44.167,2,-65.7998,2,-72.9986,2,-33.4714,2,-60.6803,2,-55.0626,2,-20.8115,2,-13.9578,2,-33.671,2,-28.2056,2,-53.9113,2,-48.4076,2,-55.3558,2,-36.3602,2,3.5432,2,-26.3804,2,-26.3804,2,-39.42,2,-41.7826,2,-22.3534,2,-62.0281,2,15.7086,2,-27.6482,2,-35.9445,2,-46.3397,2,3.1428,2,-28.4941,2,-11.1609,2,-54.4198,2,-26.9795,2,-31.6345,2,-9.5942,2,-44.0574,2,-22.3073,2,-36.7738,2,-26.7171,2,-52.9576,2,36.5277,2,-50.4476,2,-14.1168,2,-51.7347,2,43.4343,2,8.3803,2,10.2501,2,-13.7346,2,-7.4405,2,-21.6354,2,32.3699,2,-41.8943,2,39.1691,2,-19.3326,2,2.4131,2,-16.9327,2,13.2386,2,0.5147,2,-25.408,2,-28.5532,2,-8.3604,2,31.3595,2,6.3779,2,11.3413,2,-52.7472,2,-58.5174,2,-4.6919,2,-28.8512,2,-23.8427,2,-28.7245,2,-33.3162,2,-23.7547,2,-12.1497,2,0.7549,2,-1.9707,2,-28.6293,2,-1.1683,2,3.173,2,-47.659,2,-42.7468,2,-11.1699,2,28.4643,2,5.519
3,1.6928,3,19.8683,3,-50.4129,3,6.6247,3,-72.3138,3,4.9371,3,-36.2065,3,1.1144,3,-30.4397,3,-33.1217,3,-9.4929,3,-32.0984,3,-56.1005,3,-27.7992,3,-44.2356,3,-26.7555,3,-39.7462,3,-33.0471,3,-20.7617,3,-62.4831,3,-63.3044,3,-60.3231,3,-69.1447,3,-32.577,3,-51.13,3,-60.1302,3,-31.371,3,-17.5953,3,-31.8423,3,-20.3946,3,-53.0389,3,-55.82,3,-59.9532,3,-38.1386,3,21.8715,3,-26.4645,3,-26.4645,3,-42.2378,3,-33.8374,3,-35.7394,3,-44.2784,3,12.1735,3,-24.7302,3,-16.1122,3,-43.6618,3,-5.0769,3,-35.4715,3,-10,3,-57.5025,3,-25.0637,3,-41.9396,3,-5.248,3,-47.3772,3,-27.0074,3,-12.1443,3,-46.8421,3,-32.8755,3,25.1182,3,-48.1963,3,-7.2161,3,-59.357,3,31.7315,3,11.9034,3,-6.3602,3,-14.7736,3,-9.3261,3,-14.8524,3,29.0255,3,-40.4116,3,37.6571,3,-7.1034,3,-6.0927,3,-11.2643,3,20.8481,3,-6.1112,3,-35.6537,3,-28.2699,3,-20.0003,3,31.9015,3,10.4032,3,12.9406,3,-37.0535,3,-63.8849,3,-0.03701,3,-38.8839,3,-19.5173,3,-25.8534,3,-47.9059,3,-25.9995,3,-7.3391,3,5.0124,3,0.09754,3,-7.8936,3,-9.3539,3,-5.8173,3,-54.3487,3,-39.2049,3,-15.6045,3,35.2647,3,-3.788
4,2.4702,4,16.4544,4,-52.8767,4,3.7115,4,-67.3939,4,4.3659,4,-45.5432,4,3.8245,4,-30.5461,4,-21.1318,4,9.3486,4,-20.9234,4,-50.2265,4,-21.6938,4,-49.1659,4,-23.1745,4,-33.4538,4,-36.2237,4,-6.6458,4,-79.5121,4,-81.7899,4,-56.4606,4,-73.2064,4,-35.4041,4,-47.7705,4,-67.233,4,-37.1878,4,-19.8157,4,-26.3827,4,-20.9897,4,-43.9422,4,-52.0298,4,-53.0451,4,-32.3819,4,24.8208,4,-26.1413,4,-26.1413,4,-40.9989,4,-27.5644,4,-52.6845,4,-34.8193,4,1.9113,4,-36.2113,4,-12.8073,4,-39.9757,4,-14.0552,4,-36.6301,4,-7.2234,4,-49.9437,4,-31.6148,4,-46.6909,4,-0.3877,4,-56.6682,4,-25.778,4,-12.0563,4,-53.4159,4,-11.4502,4,-5.6568,4,-42.174,4,0.648,4,-47.1636,4,22.5608,4,14.3013,4,-9.2315,4,-7.1032,4,-4.8507,4,-14.1629,4,19.7497,4,-21.5712,4,29.8545,4,6.9166,4,-10.8656,4,-10.4215,4,22.0009,4,0.2358,4,-47.4949,4,-27.8382,4,-34.5486,4,18.2437,4,18.7681,4,13.4445,4,-28.8101,4,-64.7836,4,1.9406,4,-43.5009,4,-30.541,4,-33.201,4,-61.0736,4,-18.493,4,-7.2879,4,-4.1005,4,-3.4404,4,10.2897,4,-12.1964,4,-0.7795,4,-65.7482,4,-27.3002,4,-26.0123,4,25.7928,4,-11.385
5,-3.8287,5,12.8238,5,-62.2331,5,0.7887,5,-52.3755,5,0.6992,5,-51.5007,5,9.0311,5,-31.7935,5,-9.8283,5,11.3093,5,-4.1091,5,-42.6665,5,-18.9416,5,-39.6966,5,-33.4554,5,-25.7671,5,-40.8683,5,2.212,5,-88.4994,5,-82.7332,5,-52.9417,5,-83.101,5,-45.235,5,-42.9703,5,-70.9965,5,-40.3453,5,-12.3418,5,-13.5893,5,-27.5649,5,-34.7581,5,-48.7974,5,-46.3066,5,-26.1696,5,17.5783,5,-22.4245,5,-22.4245,5,-42.2498,5,-14.2531,5,-64.6543,5,-31.6876,5,-4.0468,5,-51.2753,5,-21.9133,5,-28.0414,5,-22.9382,5,-21.9554,5,-4.9839,5,-39.9933,5,-43.8436,5,-47.0353,5,3.3902,5,-59.0924,5,-23.1131,5,-15.6211,5,-44.76,5,5.762,5,-39.9052,5,-33.1562,5,3.3359,5,-28.9227,5,11.271,5,11.9186,5,-2.2848,5,7.9653,5,-8.4664,5,-19.3654,5,9.9679,5,-3.1635,5,23.9518,5,17.7412,5,-19.0093,5,-3.9292,5,11.1116,5,4.9318,5,-56.5503,5,-28.5746,5,-41.7796,5,5.7433,5,25.8614,5,14.4381,5,-30.4154,5,-63.1723,5,-5.2182,5,-49.5263,5,-38.8237,5,-37.3493,5,-71.3168,5,-6.6637,5,-11.0948,5,-8.9647,5,-8.6232,5,23.6612,5,-20.9706,5,9.58,5,-73.7765,5,-18.1468,5,-32.1665,5,13.0195,5,-24.225
6,-4.5545,6,9.6095,6,-71.6957,6,1.5659,6,-35.4542,6,-0.7191,6,-58.4497,6,0.9193,6,-37.7399,6,-2.288,6,-1.4033,6,6.4947,6,-25.0287,6,-19.1791,6,-23.4074,6,-49.8688,6,-19.664,6,-44.3857,6,-2.185,6,-83.6397,6,-81.5189,6,-54.5002,6,-85.4255,6,-43.5738,6,-39.9743,6,-73.1062,6,-55.2039,6,-10.8729,6,-9.3062,6,-37.7258,6,-28.6545,6,-51.2379,6,-41.6872,6,-22.1508,6,8.0484,6,-26.115,6,-26.115,6,-48.9974,6,-5.5453,6,-66.1347,6,-29.392,6,-8.1331,6,-66.7498,6,-37.1071,6,-14.084,6,-37.298,6,-4.7732,6,-9.6525,6,-28.4672,6,-58.9421,6,-48.3911,6,-0.01619,6,-62.9857,6,-24.1907,6,-12.5666,6,-41.1657,6,8.8084,6,-52.409,6,-20.7374,6,-1.5592,6,-23.7057,6,3.8587,6,8.5053,6,5.118,6,18.8733,6,-14.6157,6,-23.8643,6,-3.2141,6,-2.5433,6,15.0922,6,24.4102,6,-25.6026,6,7.5619,6,1.8815,6,6.3673,6,-58.7517,6,-28.2674,6,-40.2791,6,4.7977,6,24.3317,6,14.1623,6,-38.9396,6,-64.2855,6,-2.4111,6,-52.0047,6,-45.4165,6,-35.8043,6,-73.7135,6,0.8997,6,-17.1932,6,-6.088,6,-14.3162,6,27.0169,6,-30.0743,6,16.6886,6,-69.4024,6,-7.4275,6,-25.7211,6,6.0104,6,-42.358
7,4.0235,7,4.9797,7,-69.0664,7,2.3845,7,-15.6841,7,-7.4174,7,-65.9857,7,-24.3841,7,-37.9993,7,4.5015,7,-17.8573,7,9.0856,7,-8.1086,7,-19.1924,7,-7.2485,7,-54.5625,7,-14.3039,7,-48.2016,7,-6.1885,7,-74.9159,7,-82.0057,7,-57.3295,7,-77.4387,7,-31.5736,7,-32.9748,7,-58.4294,7,-64.1573,7,-12.87,7,-8.7031,7,-42.3783,7,-26.5213,7,-51.4203,7,-39.5654,7,-17.0279,7,11.0667,7,-33.1855,7,-33.1855,7,-44.3538,7,-11.8022,7,-55.8017,7,-36.6812,7,-8.8802,7,-78.4502,7,-42.1135,7,-13.4225,7,-46.8179,7,9.0477,7,-13.7719,7,-19.4961,7,-76.8929,7,-45.0976,7,-8.645,7,-76.8566,7,-28.7553,7,-20.8893,7,-41.4484,7,7.7164,7,-60.7846,7,-13.2115,7,-12.9606,7,-20.9517,7,-1.1065,7,4.5631,7,5.5785,7,16.2684,7,-21.1097,7,-25.6442,7,-7.6024,7,-14.1481,7,0.837,7,26.7765,7,-22.1081,7,16.7257,7,-4.1655,7,6.6967,7,-58.9976,7,-21.1684,7,-30.8042,7,11.6227,7,22.9909,7,7.1983,7,-38.6071,7,-63.7974,7,-5.5182,7,-44.6136,7,-52.8245,7,-37.376,7,-71.25,7,-8.3047,7,-25.8828,7,0.5053,7,-20.1066,7,21.7174,7,-28.5921,7,14.8274,7,-54.4683,7,2.048,7,-26.1672,7,-6.9772,7,-48.893
8,2.8488,8,8.8928,8,-54.0782,8,-7.8508,8,6.6051,8,-23.3804,8,-71.7176,8,-39.8796,8,-37.6775,8,-2.8812,8,-30.4448,8,10.7401,8,-1.1509,8,-18.8071,8,-7.4076,8,-57.0122,8,-10.0877,8,-38.7529,8,-2.8486,8,-64.7658,8,-68.1089,8,-58.5617,8,-67.3627,8,-27.344,8,-30.1101,8,-31.8595,8,-65.5513,8,-24.8741,8,-21.8355,8,-38.5578,8,-37.0879,8,-39.4306,8,-34.0014,8,-11.8819,8,25.7492,8,-38.499,8,-38.499,8,-34.3111,8,-22.2269,8,-35.0331,8,-50.2797,8,-7.6261,8,-85.7744,8,-29.565,8,-30.3243,8,-39.2386,8,12.5069,8,-13.9989,8,-12.8613,8,-88.8695,8,-27.0015,8,-17.491,8,-80.4637,8,-24.9979,8,-25.3491,8,-35.4899,8,0.7339,8,-70.5922,8,-14.286,8,-22.3769,8,-16.7007,8,-4.7847,8,5.656,8,2.075,8,1.9627,8,-29.6474,8,-27.9182,8,-2.1988,8,-27.585,8,-0.6018,8,26.9849,8,-11.5536,8,23.9521,8,-12.0037,8,-0.0939,8,-55.8453,8,-6.0684,8,-25.8092,8,27.6515,8,15.6384,8,-11.2599,8,-38.2884,8,-60.8944,8,-11.4821,8,-36.5896,8,-60.3328,8,-43.3403,8,-60.2881,8,-14.0322,8,-31.5268,8,7.469,8,-22.9551,8,10.8768,8,-18.4018,8,3.9397,8,-40.5784,8,-0.462,8,-36.6226,8,-22.2118,8,-47.78
9,-0.9878,9,19.0982,9,-46.0078,9,-17.1566,9,23.819,9,-37.5044,9,-71.0624,9,-44.2365,9,-33.4602,9,-12.5835,9,-35.8574,9,15.1127,9,-11.8588,9,-17.7822,9,-18.1273,9,-58.1131,9,-5.8241,9,-20.9782,9,0.712,9,-49.8805,9,-52.2262,9,-53.3709,9,-55.6381,9,-31.7098,9,-34.0157,9,-14.9391,9,-54.7612,9,-47.6856,9,-39.4849,9,-35.3182,9,-50.2772,9,-25.5888,9,-15.7317,9,-15.652,9,25.3687,9,-41.8362,9,-41.8362,9,-30.6366,9,-20.0783,9,-23.982,9,-43.9231,9,-8.1359,9,-82.5526,9,-13.285,9,-47.7871,9,-18.1972,9,7.2588,9,-12.5414,9,-12.0454,9,-94.1375,9,-19.3328,9,-12.7618,9,-71.5311,9,-18.885,9,-8.2105,9,-36.5184,9,-13.7458,9,-76.2052,9,-12.7068,9,-20.9433,9,-18.6242,9,-9.1717,9,12.1017,9,5.024,9,-13.5025,9,-37.2893,9,-30.2528,9,6.1957,9,-32.2684,9,4.0065,9,27.1004,9,-3.8283,9,24.4551,9,-16.8688,9,-9.4096,9,-44.7354,9,7.4372,9,-30.6952,9,49.4361,9,1.4675,9,-31.4456,9,-41.8868,9,-57.0817,9,-15.9615,9,-23.6154,9,-54.6555,9,-50.5631,9,-55.9281,9,-25.9603,9,-37.6735,9,14.6488,9,-18.9219,9,0.4594,9,-9.1951,9,-8.3009,9,-41.3541,9,-3.0118,9,-42.1096,9,-29.5304,9,-39.649
10,1.9852,10,22.4776,10,-54.751,10,-22.2844,10,28.1962,10,-39.6664,10,-63.238,10,-44.8164,10,-31.0101,10,-16.1976,10,-42.2139,10,22.0109,10,-20.3042,10,-16.2175,10,-31.1775,10,-46.7506,10,-3.1361,10,-1.0243,10,-10.4328,10,-40.7586,10,-43.1416,10,-43.492,10,-45.9221,10,-30.2996,10,-41.2675,10,-3.0993,10,-44.9266,10,-61.3221,10,-47.0476,10,-44.5442,10,-62.9485,10,-20.6792,10,4.5995,10,-24.9046,10,-7.7799,10,-39.4059,10,-39.4059,10,-33.5792,10,-3.9612,10,-29.0105,10,-31.5754,10,-12.9466,10,-76.4199,10,-4.1113,10,-55.2061,10,-6.8507,10,-4.3082,10,-6.2513,10,-21.9328,10,-89.9721,10,-26.5935,10,-8.7201,10,-56.0814,10,-22.7304,10,-9.7594,10,-40.8391,10,-28.3882,10,-71.9162,10,-4.2551,10,-10.7357,10,-23.2204,10,-13.5497,10,18.8556,10,11.0634,10,-21.9938,10,-38.2619,10,-24.1488,10,7.8358,10,-26.9971,10,12.4219,10,23.7519,10,-0.7745,10,15.3668,10,-20.8584,10,-12.3226,10,-33.9283,10,15.3985,10,-37.9535,10,63.5821,10,-16.145,10,-51.8383,10,-43.1511,10,-45.018,10,-20.8701,10,-14.2892,10,-45.6304,10,-46.3169,10,-46.4726,10,-42.2652,10,-41.2108,10,16.5691,10,-11.9267,10,-10.0256,10,-4.5003,10,-15.6751,10,-49.3983,10,-5.4445,10,-40.7635,10,-31.5301,10,-27.087
